City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
163,Vila,PT,2021-04-17 22:33:20,42.0304,-8.1588,51.01,73,10,1.99
164,Araouane,ML,2021-04-17 22:33:20,18.9048,-3.5265,84.4,15,74,8.1
165,Zarubino,RU,2021-04-17 22:33:20,42.63,131.0922,44.64,56,81,11.77
166,East London,ZA,2021-04-17 22:33:21,-33.0153,27.9116,64.38,68,99,11.48
167,Narsaq,GL,2021-04-17 22:33:21,60.9167,-46.05,26.6,36,0,10.36
168,Krumbach,DE,2021-04-17 22:33:21,48.2418,10.3632,39.0,80,100,1.99
169,Aginskoye,RU,2021-04-17 22:33:22,51.1,114.53,47.1,38,16,1.92
170,Luderitz,NA,2021-04-17 22:33:22,-26.6481,15.1594,77.95,37,35,5.12
171,Khatanga,RU,2021-04-17 22:33:22,71.9667,102.5,-0.87,96,100,12.01
172,Havre-Saint-Pierre,CA,2021-04-17 22:33:23,50.2334,-63.5986,35.6,64,1,10.36
173,Quang Ngai,VN,2021-04-17 22:33:23,15.1167,108.8,71.13,87,12,4.88
174,Marawi,PH,2021-04-17 22:33:23,7.9986,124.2928,75.99,93,100,3.0
175,Taganak,PH,2021-04-17 22:33:24,6.0833,118.3,75.2,94,20,3.44
176,Santa Catarina,BR,2021-04-17 22:33:24,-27.0,-50.0,59.74,99,100,1.12
177,Kavieng,PG,2021-04-17 22:33:24,-2.5744,150.7967,82.92,76,73,11.45
178,Kapoeta,SS,2021-04-17 22:33:25,4.7717,33.5903,82.06,48,100,18.3
179,Isiro,CD,2021-04-17 22:30:23,2.7739,27.616,65.53,85,100,3.11
180,Inongo,CD,2021-04-17 22:33:25,-1.95,18.2667,73.78,86,98,4.97
181,Guerrero Negro,MX,2021-04-17 22:33:26,27.9769,-114.0611,65.25,60,1,20.02
182,Ariquemes,BR,2021-04-17 22:33:26,-9.9133,-63.0408,74.19,96,100,1.25
183,Thompson,CA,2021-04-17 22:33:26,55.7435,-97.8558,32.0,69,90,13.8
184,Morro Bay,US,2021-04-17 22:33:27,35.3658,-120.8499,66.99,80,15,13.0
185,Nador,MA,2021-04-17 22:33:27,35.174,-2.9287,59.0,82,0,1.14
186,Ilulissat,GL,2021-04-17 22:33:27,69.2167,-51.1,8.6,56,75,11.5
187,Nome,US,2021-04-17 22:33:28,64.5011,-165.4064,30.99,93,40,8.05
188,Tasiilaq,GL,2021-04-17 22:33:28,65.6145,-37.6368,24.8,86,90,2.01
189,Nanakuli,US,2021-04-17 22:33:28,21.3906,-158.1547,80.6,78,90,6.91
190,Qaqortoq,GL,2021-04-17 22:33:28,60.7167,-46.0333,26.6,36,0,10.36
191,Bad Vilbel,DE,2021-04-17 22:33:29,50.1787,8.7376,46.99,66,97,1.92
192,Rawson,AR,2021-04-17 22:33:29,-43.3002,-65.1023,62.58,58,99,20.04
193,Baykit,RU,2021-04-17 22:32:13,61.67,96.37,15.49,94,100,4.36
194,Morales,CO,2021-04-17 22:33:30,2.757,-76.6172,63.55,93,98,1.23
195,Cap Malheureux,MU,2021-04-17 22:33:30,-19.9842,57.6142,78.01,87,38,1.01
196,Carnarvon,AU,2021-04-17 22:33:30,-24.8667,113.6333,75.49,60,3,4.79
197,Merrill,US,2021-04-17 22:32:10,45.1805,-89.6835,60.8,28,90,6.91
198,Avera,US,2021-04-17 22:31:46,33.194,-82.5271,73.4,40,90,6.91
199,Hofn,IS,2021-04-17 22:33:31,64.2539,-15.2082,45.39,99,100,15.59
200,Broken Hill,AU,2021-04-17 22:29:06,-31.95,141.4333,48.2,71,0,5.75
201,Keuruu,FI,2021-04-17 22:33:31,62.2667,24.7,32.0,69,0,4.61
202,Saint-Francois,FR,2021-04-17 22:33:32,46.4154,3.9054,48.2,57,0,11.5
203,Terrace,CA,2021-04-17 22:30:58,54.5163,-128.6035,66.2,30,1,2.3
204,Yinchuan,CN,2021-04-17 22:33:32,38.4681,106.2731,50.16,31,0,2.55
205,Kajaani,FI,2021-04-17 22:33:32,64.2273,27.7285,28.4,80,0,1.14
206,Sakaiminato,JP,2021-04-17 22:33:33,35.55,133.2333,50.0,66,75,18.41
207,Palmerston,AU,2021-04-17 22:30:04,-12.486,130.9833,75.99,53,0,9.22
208,Pevek,RU,2021-04-17 22:33:33,69.7008,170.3133,23.25,91,84,13.85
209,Kuusamo,FI,2021-04-17 22:33:34,65.9667,29.1833,26.6,86,0,1.14
210,Saint George,US,2021-04-17 22:32:01,37.1041,-113.5841,66.2,18,1,8.05
211,Codrington,AU,2021-04-17 22:33:34,-38.2667,141.9667,57.52,81,50,9.48
212,Chiman,PK,2021-04-17 22:33:34,32.5463,73.8138,62.6,77,20,4.81
213,Nemuro,JP,2021-04-17 22:33:35,43.3236,145.575,40.17,98,100,26.44
214,Hrubieszow,PL,2021-04-17 22:33:35,50.805,23.8925,39.67,91,100,3.56
215,Bilibino,RU,2021-04-17 22:33:36,68.0546,166.4372,18.14,78,32,3.8
216,Roma,US,2021-04-17 22:29:35,43.2128,-75.4557,50.0,66,90,6.91
217,Yerbogachen,RU,2021-04-17 22:33:36,61.2767,108.0108,6.04,86,44,10.07
218,Bilma,NE,2021-04-17 22:33:36,18.6853,12.9164,86.11,7,90,8.41
219,Richards Bay,ZA,2021-04-17 22:33:37,-28.783,32.0377,59.86,77,1,7.52
220,Black River,JM,2021-04-17 22:33:37,18.0264,-77.8487,84.2,74,20,18.41
221,Paamiut,GL,2021-04-17 22:33:37,61.994,-49.6678,16.23,65,5,8.14
222,Wajima,JP,2021-04-17 22:33:38,37.4,136.9,48.63,74,91,34.85
223,Saskylakh,RU,2021-04-17 22:33:38,71.9167,114.0833,6.57,94,100,11.63
224,Fairbanks,US,2021-04-17 22:30:04,64.8378,-147.7164,50.0,40,1,8.05
225,Ulladulla,AU,2021-04-17 22:29:22,-35.35,150.4667,55.4,94,90,5.75
226,Magan,ES,2021-04-17 22:33:39,39.9683,-3.931,51.01,46,0,4.61
227,Dolna Banjica,MK,2021-04-17 22:33:39,41.7861,20.9061,42.8,100,90,1.14
228,Leshukonskoye,RU,2021-04-17 22:33:07,64.8989,45.7622,25.86,79,26,6.96
229,Chicama,PE,2021-04-17 22:33:40,-7.8447,-79.1469,64.4,94,90,10.36
230,Elk Plain,US,2021-04-17 22:33:40,47.0532,-122.3976,78.01,18,1,5.75
231,Teknaf,BD,2021-04-17 22:33:40,20.8624,92.3058,74.08,83,2,3.04
232,Qaanaaq,GL,2021-04-17 22:33:41,77.484,-69.3632,0.1,94,100,4.88
233,Vestmannaeyjar,IS,2021-04-17 22:33:41,63.4427,-20.2734,38.98,77,100,21.21
234,Flinders,AU,2021-04-17 22:33:42,-34.5833,150.8552,61.0,81,11,1.99
235,Teacapan,MX,2021-04-17 22:33:42,22.55,-105.75,80.31,46,29,10.27
236,Nantucket,US,2021-04-17 22:32:03,41.2835,-70.0995,46.4,66,1,14.97
237,Bourg-En-Bresse,FR,2021-04-17 22:33:42,46.1667,5.1667,48.2,61,0,9.22
238,Fort-De-France,MQ,2021-04-17 22:30:08,14.6089,-61.0733,82.4,69,20,11.5
239,Beysehir,TR,2021-04-17 22:33:43,37.6773,31.7246,55.76,44,97,6.51
240,Jurado,CO,2021-04-17 22:33:43,7.1053,-77.7641,79.43,84,75,3.69
241,Sabha,LY,2021-04-17 22:33:44,27.0377,14.4283,83.53,18,100,16.26
242,Esperance,AU,2021-04-17 22:33:44,-33.8667,121.9,53.6,82,0,11.5
243,Rychnov Nad Kneznou,CZ,2021-04-17 22:33:44,50.1628,16.2749,39.99,90,100,2.28
244,Rosetta,EG,2021-04-17 22:33:45,31.4044,30.4164,69.8,52,0,6.91
245,Gat,IL,2021-04-17 22:32:02,31.61,34.7642,70.0,86,40,1.81
246,San Cristobal,VE,2021-04-17 22:33:45,7.7669,-72.225,86.0,54,40,18.41
247,Ketchikan,US,2021-04-17 22:33:45,55.3422,-131.6461,60.8,44,1,8.05
248,Morondava,MG,2021-04-17 22:33:46,-20.2833,44.2833,70.39,49,0,13.89
249,Christchurch,NZ,2021-04-17 22:33:46,-43.5333,172.6333,60.01,66,6,2.3
250,Cape Town,ZA,2021-04-17 22:30:29,-33.9258,18.4232,66.0,88,0,3.44
251,Kempsey,AU,2021-04-17 22:33:47,-31.0833,152.8333,63.0,79,99,3.0
252,Anadyr,RU,2021-04-17 22:33:47,64.75,177.4833,32.0,100,90,11.18
253,Plaster Rock,CA,2021-04-17 22:33:47,46.9065,-67.39,42.8,56,90,14.97
254,Maniitsoq,GL,2021-04-17 22:33:48,65.4167,-52.9,8.89,74,82,14.05
255,Shache,CN,2021-04-17 22:33:48,38.4167,77.2406,57.7,39,97,3.85
256,Tomatlan,MX,2021-04-17 22:33:48,19.9333,-105.25,86.92,26,6,9.98
257,Virginia Beach,US,2021-04-17 22:33:49,36.8529,-75.978,60.8,51,75,10.36
258,Ambatofinandrahana,MG,2021-04-17 22:33:49,-20.55,46.8,54.27,88,95,7.58
259,Numan,NG,2021-04-17 22:33:49,9.4667,12.0333,82.94,59,99,9.93
260,Saint-Felicien,CA,2021-04-17 22:33:50,48.6501,-72.4491,50.0,53,75,9.22
261,Mengcheng,CN,2021-04-17 22:33:50,33.2579,116.5655,47.52,46,8,5.06
262,Nishihara,JP,2021-04-17 22:33:50,26.1842,127.7558,64.4,59,40,13.8
263,Nuuk,GL,2021-04-17 22:33:51,64.1835,-51.7216,15.8,48,75,11.5
264,Seddon,AU,2021-04-17 22:33:51,-37.8068,144.8916,60.01,77,90,5.75
265,Ruwi,OM,2021-04-17 22:33:51,23.5996,58.5507,78.8,19,0,9.22
266,Dubbo,AU,2021-04-17 22:33:52,-32.25,148.6167,48.2,58,90,9.22
267,Deori Khas,IN,2021-04-17 22:33:52,23.4,79.0167,81.88,22,31,5.57
268,Kitimat,CA,2021-04-17 22:29:53,54.0524,-128.6534,68.0,45,6,1.01
269,The Valley,AI,2021-04-17 22:30:22,18.217,-63.0578,82.4,78,40,9.22
270,Kenai,US,2021-04-17 22:33:53,60.5544,-151.2583,51.8,42,1,12.66
271,Urazovo,RU,2021-04-17 22:33:53,50.0836,38.0395,46.13,76,91,5.26
272,Sur,OM,2021-04-17 22:33:53,22.5667,59.5289,82.18,55,54,4.14
273,Kismayo,SO,2021-04-17 22:33:54,-0.3582,42.5454,82.51,77,79,11.1
274,Lianzhou,CN,2021-04-17 22:33:54,24.7811,112.3825,65.88,96,100,1.74
275,Metro,ID,2021-04-17 22:33:54,-5.1131,105.3067,71.42,96,100,3.24
276,Pisco,PE,2021-04-17 22:33:55,-13.7,-76.2167,69.8,78,0,25.32
277,Rudbar,AF,2021-04-17 22:33:55,30.15,62.6,72.64,19,81,8.63
278,Dennis,US,2021-04-17 22:33:55,41.7354,-70.1939,45.0,65,1,6.91
279,Arica,CL,2021-04-17 22:33:56,-18.475,-70.3042,68.0,73,0,8.05
280,Mukhen,RU,2021-04-17 22:33:56,48.1,136.1,42.76,76,1,3.31
281,Gornopravdinsk,RU,2021-04-17 22:33:56,60.05,69.9,21.22,91,100,13.8
282,Nikolskoye,RU,2021-04-17 22:33:57,59.7035,30.7861,46.4,36,0,11.18
283,Mackay,AU,2021-04-17 22:33:57,-21.15,149.2,75.0,83,90,13.8
284,Carauari,BR,2021-04-17 22:33:57,-4.8828,-66.8958,74.68,95,97,0.83
285,Walvis Bay,NA,2021-04-17 22:33:08,-22.9575,14.5053,86.0,25,100,10.36
286,Nhulunbuy,AU,2021-04-17 22:33:58,-12.2333,136.7667,84.2,58,90,10.36
287,Kawalu,ID,2021-04-17 22:33:58,-7.3817,108.2082,70.14,92,70,2.46
288,Schenefeld,DE,2021-04-17 22:33:59,53.6028,9.8233,46.99,66,75,9.22
289,Quata,BR,2021-04-17 22:33:59,-22.2475,-50.6983,66.11,85,66,2.64
